name_func;id_handler;exception_name;user/sys
versions_from_file;7;NotThisMethod;usr
_get_standard_colors;31;ValueError;sys
_remove_labels_from_axis;38;null;sys
load_reduce;48;null;sys
load;49;null;sys
__delitem__;51;KeyError;sys
popitem;52;KeyError;sys
pop;53;KeyError;sys
validate_transpose_for_generic;54;ValueError;sys
get_writer;61;ValueError;sys
__init__;62;ImportError;sys
__new__;66;error;usr
_try_import;71;ImportError;sys
_try_import;72;ImportError;sys
read_hdf;78;null;sys
__init__;79;ImportError;sys
open;83;null;sys
open;83;e;usr
open;83;IOError;sys
open;83;null;sys
remove;85;ValueError;sys
_validate_format;88;TypeError;sys
validate_multiindex;103;ValueError;sys
create_axes;104;TypeError;sys
create_axes;105;ValueError;sys
create_axes;106;ValueError;sys
create_axes;108;e;usr
create_axes;108;Exception;sys
write_data_chunk;109;Exception;sys
write_data_chunk;110;TypeError;sys
generate;114;ValueError;sys
_get_dtypes;117;ValueError;sys
_get_dtypes;118;ValueError;sys
_read_old_header;119;ValueError;sys
_read_old_header;120;ValueError;sys
read;122;null;sys
read;123;null;sys
_do_convert_categoricals;124;ValueError;sys
_try_import;126;ImportError;sys
read_pickle;129;null;sys
__init__;136;ValueError;sys
__next__;138;null;sys
_cast_types;141;ValueError;sys
read;143;null;sys
read;144;null;sys
_infer_columns;145;ValueError;sys
_infer_columns;145;EmptyDataError;usr
_infer_columns;146;EmptyDataError;usr
_next_line;148;StopIteration;sys
_get_lines;152;null;sys
read_sql_table;162;ValueError;sys
insert_data;165;ValueError;sys
_get_unicode_name;169;ValueError;sys
run_transaction;170;null;sys
_build_doc;180;ValueError;sys
_build_doc;180;null;sys
__init__;185;ImportError;sys
__init__;186;ImportError;sys
json_normalize;187;KeyError;sys
_ensure_valid_index;231;ValueError;sys
_sanitize_column;232;e;usr
_sanitize_column;232;TypeError;sys
_apply_standard;238;null;sys
_ixs;247;null;sys
__getitem__;250;null;sys
__getitem__;250;null;sys
_get_with;251;null;sys
_get_with;252;null;sys
__setitem__;256;null;sys
__setitem__;257;ValueError;sys
__setitem__;257;IndexError;sys
_sanitize_array;266;null;sys
_sanitize_array;267;null;sys
_arith_method_SERIES;269;TypeError;sys
_arith_method_SERIES;270;null;sys
_bool_method_SERIES;273;TypeError;sys
_arith_method_FRAME;274;TypeError;sys
_aggregate;279;ValueError;sys
_aggregate_multiple_funcs;282;null;sys
_aggregate_multiple_funcs;285;null;sys
_aggregate_multiple_funcs;286;ValueError;sys
item;287;ValueError;sys
_get_indices;288;ValueError;sys
_make_wrapper;291;ValueError;sys
_cython_transform;293;GroupByError;usr
_cython_agg_general;294;GroupByError;usr
mean;297;null;sys
median;299;null;sys
_add_numeric_operations;301;SpecificationError;usr
_cython_operation;304;null;sys
filter;312;TypeError;sys
filter;312;TypeError;sys
_transform_general;324;ValueError;sys
_aggregate_item_by_item;328;null;sys
_interpolate_scipy_wrapper;331;ImportError;sys
_interpolate_scipy_wrapper;332;ImportError;sys
_interpolate_scipy_wrapper;333;ImportError;sys
_astype;338;null;sys
eval;347;null;sys
where;348;TypeError;sys
