name_func;id_handler;exception_name;user/sys
handle;860;CommandError;usr
__init__;864;GDALException;usr
__init__;876;GDALException;usr
__getitem__;880;GDALException;usr
to_python;883;ValidationError;usr
clean;885;ValidationError;usr
_set_slice;893;TypeError;sys
_construct_ring;894;TypeError;sys
__call__;901;Http404;usr
item_link;902;ImproperlyConfigured;usr
shortcut;918;Http404;usr
shortcut;919;Http404;usr
include;930;ImproperlyConfigured;usr
__getitem__;933;KeyError;sys
to_python;942;ValidationError;usr
_check_values;943;ValidationError;usr
_check_values;944;ValidationError;usr
to_python;953;ValidationError;usr
to_python;954;ValidationError;usr
to_python;955;ValidationError;usr
to_python;957;ValidationError;usr
to_python;959;ValidationError;usr
_coerce;960;ValidationError;usr
_coerce;961;ValidationError;usr
to_python;966;ValidationError;usr
