func_name;id_try;id;size;exceptions
run;0;0;1;1
run;1;1;1;1
get_root;2;2;1;1
run_command;3;3;4;1
git_get_keywords;4;4;1;1
do_vcs_install;5;5;1;1
do_vcs_install;6;6;1;1
versions_from_file;7;7;1;1
get_versions;8;8;1;1
get_versions;9;9;1;1
get_versions;10;10;1;1
get_versions;11;11;1;1
do_setup;12;12;6;3
do_setup;13;13;1;1
do_setup;14;14;1;1
run_command;15;15;4;1
git_get_keywords;16;16;1;1
get_versions;17;17;1;1
get_versions;18;18;1;1
get_versions;19;19;1;1
get_versions;20;20;1;1
_mpl_le_1_2_1;21;21;1;1
_mpl_ge_1_3_1;22;22;1;1
_mpl_ge_1_4_0;23;23;1;1
_mpl_ge_1_5_0;24;24;1;1
_mpl_ge_2_0_0;25;25;1;1
_mpl_le_2_0_0;26;26;1;1
_mpl_ge_2_0_1;27;27;1;1
_get_standard_colors;28;28;1;1
_get_standard_colors;29;29;1;1
_get_standard_colors;30;30;1;1
_convert_1d;31;31;1;1
_convert_1d;32;32;1;1
__call__;33;33;1;1
__call__;34;34;1;1
format_date_labels;35;35;1;1
_get_layout;36;36;4;1
_remove_labels_from_axis;37;37;1;1
_handle_shared_axes;38;38;3;1
_compute_plot_data;39;39;1;1
_apply_style_colors;40;40;1;1
_plot;41;41;1;3
u_safe;42;42;1;0
strlen;43;43;1;1
east_asian_len;44;44;1;1
load_reduce;45;45;15;1
load_reduce;46;46;1;0
load_reduce;47;47;1;0
load;48;48;1;0
__getitem__;49;49;1;1
__delitem__;50;50;1;1
popitem;51;51;1;1
pop;52;52;1;1
validate_transpose_for_generic;53;53;4;1
read_msgpack;54;54;1;2
unconvert;55;55;3;1
decode;56;56;1;0
__iter__;57;57;1;1
get_writer;58;58;1;1
get_writer;59;59;1;1
_parse_excel;60;60;1;1
_parse_excel;61;61;1;0
_parse_excel;62;62;1;1
__new__;63;63;2;1
__init__;64;64;1;1
_convert_to_fill;65;65;1;1
_convert_to_number_format;66;66;1;0
get_filepath_or_buffer;67;67;2;2
_try_import;68;68;1;1
_try_import;69;69;1;1
read_clipboard;70;70;1;0
to_clipboard;71;71;1;0
_tables;72;72;1;0
read_hdf;73;73;1;2
read_hdf;74;74;3;0
read_hdf;75;75;1;0
__init__;76;76;1;1
__getattr__;77;77;1;0
__unicode__;78;78;2;1
open;79;79;4;1
open;79;80;3;1
open;79;81;3;1
flush;80;82;1;0
remove;81;83;4;0
get_node;82;84;1;0
_validate_format;83;85;1;0
_create_storer;84;86;1;0
_create_storer;85;87;1;0
_create_storer;86;88;1;0
_create_storer;87;89;1;0
is_indexed;88;90;0;0
convert;89;91;2;0
create_for_block;90;92;1;0
convert;91;93;1;1
convert;92;94;1;0
set_version;93;95;1;0
write_array;94;96;1;1
write_array;95;97;1;0
shape;96;98;1;0
shape;97;99;1;0
validate_multiindex;98;100;1;1
create_axes;99;101;1;0
create_axes;100;102;1;0
create_axes;101;103;1;0
create_axes;102;104;1;3
create_axes;102;105;1;1
write_data_chunk;103;106;1;1
write_data_chunk;104;107;1;1
_get_info;105;108;1;0
_unconvert_index;106;109;1;1
__init__;107;110;1;0
generate;108;111;1;1
__init__;109;112;1;0
close;110;113;1;1
_get_dtypes;111;114;1;1
_get_dtypes;112;115;1;1
_read_old_header;113;116;1;0
_read_old_header;114;117;1;0
_null_terminate;115;118;1;0
read;116;119;2;1
read;117;120;2;1
_do_convert_categoricals;118;121;5;1
_check_column_names;119;122;1;0
_try_import;120;123;1;1
read_pickle;121;124;2;1
read_pickle;122;125;1;0
read_pickle;123;126;2;0
_is_url;124;127;1;0
_is_s3_url;125;128;1;0
_get_handle;126;129;1;1
__init__;127;130;1;1
_clean_options;128;131;1;1
__next__;129;132;2;1
_convert_to_ndarrays;130;133;2;1
_infer_types;131;134;2;1
_cast_types;132;135;1;1
close;133;136;1;0
read;134;137;8;1
read;135;138;2;1
_infer_columns;136;139;6;1
_infer_columns;137;140;2;1
_check_for_bom;138;141;1;1
_next_line;139;142;1;1
_next_iter_line;140;143;7;0
_get_index_name;141;144;1;1
_get_index_name;142;145;1;1
_get_lines;143;146;4;1
_make_date_converter;144;147;1;0
_make_date_converter;145;148;2;1
_make_date_converter;146;149;1;1
_floatify_na_values;147;150;1;0
_stringify_na_values;148;151;1;0
_stringify_na_values;149;152;1;0
__next__;150;153;2;1
_is_sqlalchemy_connectable;151;154;1;1
_parse_date_columns;152;155;1;1
read_sql_table;153;156;1;0
read_sql;154;157;1;0
_engine_builder;155;158;1;1
insert_data;156;159;1;1
_harmonize_columns;157;160;1;1
_harmonize_columns;158;161;1;1
_sqlalchemy_type;159;162;1;0
_get_unicode_name;160;163;1;1
run_transaction;161;164;2;0
execute;162;165;5;1
execute;163;166;2;1
_importers;164;167;1;1
_importers;165;168;1;1
_importers;166;169;1;1
_read;167;170;1;2
_parse_raw_tbody;168;171;1;1
_build_doc;169;172;8;2
_build_doc;170;173;1;1
_build_doc;171;174;1;1
_parse;172;175;1;1
_parse;173;176;0;1
json_normalize;174;177;2;1
read_json;175;178;1;2
_try_convert_data;176;179;1;0
_try_convert_data;177;180;1;0
_try_convert_data;178;181;1;0
_try_convert_data;179;182;1;0
_try_convert_data;180;183;1;0
_try_convert_to_date;181;184;1;0
_try_convert_to_date;182;185;0;1
_try_convert_to_date;182;186;0;0
read_sas;183;187;1;0
_parse_date;184;188;1;1
__init__;185;189;1;0
_read_header;186;190;1;1
close;187;191;1;1
_get_terminal_size_windows;188;192;1;0
_get_terminal_size_tput;189;193;1;0
_get_terminal_size_linux;190;194;1;0
_get_terminal_size_linux;191;195;1;0
_get_terminal_size_linux;192;196;1;0
color_to_excel;193;197;1;1
size_to_pt;194;198;1;1
size_to_pt;195;199;1;1
size_to_pt;196;200;1;1
atomize;197;201;0;1
_side_expander;198;202;2;1
detect_console_encoding;199;203;1;1
detect_console_encoding;200;204;1;1
write_result;201;205;1;2
_format_strings;202;206;1;1
_join_unicode;203;207;2;1
pprint_thing;204;208;1;1
determine_clipboard;205;209;1;1
determine_clipboard;206;210;1;1
__init__;207;211;2;2
_init_ndarray;208;212;2;1
itertuples;209;213;1;1
from_records;210;214;1;1
from_records;211;215;1;1
get_value;212;216;3;1
set_value;213;217;3;2
__getitem__;214;218;1;0
query;215;219;1;1
_ensure_valid_index;216;220;1;0
_sanitize_column;217;221;2;1
aggregate;218;222;1;1
_apply_empty_result;219;223;1;1
_apply_raw;220;224;1;1
_apply_standard;221;225;1;1
_apply_standard;222;226;1;1
_apply_standard;223;227;4;1
round;224;228;0;1
_reduce;225;229;11;1
_reduce;226;230;1;0
_reduce;227;231;1;2
_prep_ndarray;228;232;1;0
__init__;229;233;1;1
_set_axis;230;234;1;2
_ixs;231;235;1;1
_ixs;231;236;7;0
__getitem__;232;237;1;1
__getitem__;232;238;11;2
__getitem__;232;239;1;1
_get_with;233;240;5;0
_get_with;234;241;3;1
_get_values;235;242;1;1
__setitem__;236;243;1;1
__setitem__;236;244;16;2
__setitem__;236;245;5;1
__setitem__;237;246;1;1
__setitem__;238;247;1;1
_set_with_engine;239;248;2;1
_set_with;240;249;1;1
_set_with;241;250;1;0
set_value;242;251;2;1
to_string;243;252;2;1
sort_values;244;253;1;1
aggregate;245;254;1;3
_make_dt_accessor;246;255;1;1
_dir_additions;247;256;1;1
_sanitize_array;248;257;4;2
_sanitize_array;249;258;3;1
_convert_for_datetime;250;259;1;1
_arith_method_SERIES;251;260;11;1
_arith_method_SERIES;252;261;6;1
_comp_method_SERIES;253;262;1;1
_bool_method_SERIES;254;263;13;1
_bool_method_SERIES;255;264;1;0
_arith_method_FRAME;256;265;24;1
_flex_comp_method_FRAME;257;266;11;1
_arith_method_PANEL;258;267;4;1
_comp_method_PANEL;259;268;11;1
_aggregate;260;269;1;1
_aggregate;261;270;1;1
_aggregate;262;271;1;1
_aggregate_multiple_funcs;263;272;1;2
_aggregate_multiple_funcs;263;273;1;1
_aggregate_multiple_funcs;264;274;1;2
_aggregate_multiple_funcs;264;275;0;1
