name_func;id_handler;exception_name;user/sys
convertToFloat;16;ParseException;usr
_parseNoCache;26;ParseException;usr
_parseNoCache;26;null;sys
_parseNoCache;27;ParseException;usr
_parseNoCache;28;null;sys
_parseCache;29;null;sys
__init__;37;null;sys
__init__;39;null;sys
traceParseAction;54;null;sys
keepOriginalText;58;ParseFatalException;usr
_fit_and_score;61;null;sys
_fit_and_score;61;ValueError;sys
get_scorer;63;ValueError;sys
hinge_loss;64;TypeError;sys
_load_imgs;66;ImportError;sys
fetch_mldata;68;null;sys
fetch_mldata;69;null;sys
load_sample_images;71;ImportError;sys
_mkdirp;74;null;sys
load_mlcomp;75;ValueError;sys
assert_raises_regex;78;AssertionError;sys
if_matplotlib;80;SkipTest;usr
check_estimator_sparse_data;84;null;sys
check_estimator_sparse_data;84;null;sys
check_dtype_object;85;null;sys
check_estimators_nan_inf;87;e;usr
check_estimators_nan_inf;87;exc;usr
check_estimators_nan_inf;89;e;usr
check_estimators_nan_inf;91;e;usr
check_classifiers_one_label;93;e;usr
check_classifiers_one_label;93;exc;usr
check_classifiers_one_label;94;exc;usr
choice;97;ValueError;sys
plot_partial_dependence;103;ValueError;sys
plot_partial_dependence;104;ValueError;sys
plot_partial_dependence;105;ValueError;sys
predict_proba;107;null;sys
predict_proba;107;AttributeError;sys
staged_predict_proba;109;null;sys
staged_predict_proba;109;AttributeError;sys
feature_importances_;110;AttributeError;sys
graph_lasso;115;e;usr
_fit_transform;117;TypeError;sys
transform;118;ValueError;sys
remove_move;120;AttributeError;sys
filter_args;128;ValueError;sys
__call__;130;WorkerInterrupt;usr
__call__;130;TransportableException;usr
retrieve;135;exception;usr
retrieve;135;exception_type;usr
retrieve;135;exception;usr
memstr_to_kbytes;148;ValueError;sys
mkdirp;149;null;sys
rm_subdirs;150;null;sys
rm_subdirs;151;null;sys
safe_repr;153;null;sys
safe_repr;155;null;sys
safe_repr;157;null;sys
format_exc;167;null;sys
__call__;173;e;usr
_check_parameters;176;ValueError;sys
linkage_tree;179;ValueError;sys
_arg_max_reduced_likelihood_function;184;ve;usr
_get_loss_function;187;ValueError;sys
_get_learning_rate_type;188;ValueError;sys
_get_penalty_type;189;ValueError;sys
spectral_embedding;193;ValueError;sys
null_space;195;ValueError;sys
